Review,Class
"simplemente no recomendable, pasamos una noche nada mas y deja que desear el hotel. en el desayuno era un mundo de gente y no daban basto las camareras, no había cubiertos limpios un desastre, la comida 5 puntos.",2
"El hotel esta descuidado, los empleados poco amables, no tienen tarjetas de wifi, pedí me enchufaran el frigo bar , porque estaba roto el enchufe, nunca vinieron, pedí me dieran pilas para el control remoto nunca me las dieron, pedí me cambien las toallas, nunca me las cambiaron, humedad a morir, el aire acondicionado no regulaba la temperatura, era helado....en fin, el desayuno, normal.y la ubicación buena. No volveria.",2
"Todos ya sabemos de la infraestructura de los hoteles City Express, prácticamente son lo mismo en todos lados en el país, lo único que podría diferenciar a cada uno es el servicio de cada uno de ellos y el lugar en el cual se encuentran. El de Puebla se encuentra bastante bien ubicado, cerca del centro y de plazas comerciales. Puedes salir a caminar a cualquier hora y encontrar cualquier cosa muy cerca, enfrente hay un tipo mercado, en el cual puedes comer bastante bien y no muy caro. El servicio podríamos decir que fue estándar.",4
"El Malecón, tranquilo y muy bonito, para disfrutar las vistas y dar un agradable paseo. Es muy largo y conecta con lugares fantásticos entre ellos la Habana Vieja y vas viendo grandes monumentos que representan Cuba y su historia.",5
"Mi experiencia en el museo fue buena, sin embargo no te informan que si te acercas demasiado a las pinturas, te sacan del museo y creo que deben informarte a qué distancia debes estar, no me pasó pero me acerqué un poco y sonaron las alarmas y un policia llegó a advertirme sobre ésto pero despúes de pasar la pena. Por lo demás todo muy lindo.",4
"Resultó ser el peor espectáculo de cabaret que he visto en mi vida. No entiendo por qué era tan atractivo. Es sólo algunos de rendimiento normal de bailarines de baile elegante y aderezos de nada especial. Como era un escenario al aire libre, la audiencia se permite fumar. No puedo tolerar tal circunstancia. Por favor, vaya a ver el Show en el Hotel Nacional Parisien porque es mucho más interesante y vale la pena.",1
"Una semana en nuestra visita a Vidanta Nuevo Vallarta resort, llegamos a experimentar este restaurante 5 veces, dos para la cena, y tres para el brunch.
Soy una sopa de cebolla fanático, en cada restaurante que creo que ofrece una buena sopa de cebolla, solicito que con mi cena. ... Y para las tres mejores sopas de cebolla que he probado, Azul ofrece uno de ellos. Los otros dos están en el restaurante de Benoit en Nueva York y el otro es un bistro una cuadra de Torre Eiffel (no sé si su N,S,E o W).
Obviamente que usan Vidalia Cebollas de Nueva Zelanda y el queso de la cima es una mezcla de seis diferentes quesos franceses: Gruyere, Port Salut, Gouda, Emmental y otros dos.
El director ejecutivo hay Xavier, una persona muy agradable francés que se casaron una chica mexicana y tiene 10 años viviendo en México.
Además de la sopa de cebolla, hay algunas cosas muy interesantes en el menú, como la pesca del día con salsa meniere, el Grand Menier soufflé, el soufflé de chocolate, y la extraordinaria Zuzzete crepes.
Para el desayuno los huevos Benedict y huevos florentinos son espectaculares, pero quizás las salsas son un poco intenso para paladares no franceses.
Hay un piano cada noche desde las 8:30 y las 10:45 y las vistas son espectaculares (obviamente no por la noche).
El servicio es excelente. Erick y Dario son de primera clase en todos los sentidos.
Si estás en Nuevo Vallarta o Puerto Vallarta, asegúrese de visitar Azur. Sin duda podemos comparar con café Des Artistes pero no tan caro.",5
"Hay un refrán que dice:"" No es tan fiero el León como lo pintan"" pues en principio esto pasa con LA BODEGUITA DEL MEDIO, esta bien, pero vamos, no es para tanto..., un pequeño local en la calle Empedrado, cerca de la catedral y que...Más",3
Un agradable lugar para visitar. Todo el mundo era tan agradable. Así que muchas tiendas y cafés. Las personas que están vendiendo en las calles puede ser un poco abrumador y agresivos. Pero puedes regatear con ellos.,4
"Muy buena, excelentes mojitos y buena música cubana. Un lugar para recordar siempre. Además es uno de los sitios que no puede dejar de ser visitado.",2
"Yo he oído cosas estupendas de el Museo del Oro, así que me decidí a visitar. Sin embargo, me pareció que era 'a otro museo'.  La entrada era barato, pero no era lo mejor para ver en Bogotá.",2
"El restaurante bien ubicado en el centro de Merida, en un parque con buen ambiente. El servicio y la comida buenos, aunque para Merida los precios un poco elevados pero vale la pena, ya regresaremos pronto.",4
"Estuve en la bodeguita de Mexico, Argentina y mi primer día en Cuba dije no puedo no visitarla, llegue mucha gente fuera tomando, entre a cenar y como no iba a probar el tan ansiado mojito.
Un desastre realmente no sé si será por la...Más",1
"Este restaurante resulta tremendamente sobrevalorado una vez que lo visitas y contrastas con otros lugares. Muy pequeño lugar y demasiadas mesas. La comida normal, nada alarmante. Ya lo conozco y no me embulla a repetir. Buena suerte.",3
"Mi esposa y yo nos alojamos aquí una noche y encontramos este Fairfield Inn normal en el mejor de los casos. No me malinterpretéis, el precio es muy bajo, pero como la mayoría de los casos se obtiene lo que se paga. No probé el ""caliente"" pero mi esposa dijo que era el mejor de la estancia. sólo recomendaría este hotel a las personas que viajan con un presupuesto ajustado o sólo necesitas un lugar para pasar un rato entre vuelos. otra vez aquí tienes lo que pagas.",3
Estuve 2 noches. Debo haber visto mas de 15 cucarachas en la habitacion! El aire no funcionaba reclame y dicen que el aire era asi. (Habia mas de 35°c) el 1er dia no habia agua en todo el hotel. No lo recomiendo! Los taxistas de la puerta abusan del turista! Solicitamos en recepcion un taxi y contestaron que lo llamemos nosotros!,2
"Yo estaba preparado para nuestra estadía en el hotel Nacional después de leer muchas críticas en este sitio. La única cosa que cuenta sobre viajar en Cuba es que es un país socialista. Aunque el hotel en sí es donde estrellas de cine y la mafia ha desempeñado en la década de los 50 principios, desde la revolución en 1959, ha habido un embargo seria de comercio. El gobierno no tiene el dinero para mantener todos los hermosos edificios construidos durante la primera mitad del siglo XX. La gente que trabaja en el hotel son empleados del gobierno. La economía está lejos de prósperos y depende en gran medida al turismo (y propinas).  Cuba es diferente de cualquier otro país que he visitado. La gente en general son pobres. Sin embargo, tienen una tarifa de 98% de alfabetización y…",3
"El lugar está lleno, y parece interesante cuando entra. No sé si simplemente no saben lo que pedir, pero mi marido y yo nos decepcionó tanto. Después de visitar los habitantes locales y expatriados, nos pareció que no estábamos solos en nuestra opinión. Asegúrate de...revisar el menú antes de tomar un asiento, de decidir. Me encanta probar cosas nuevas, pero esto no fue una de esas veces.Más",2
"estando en el metrocable se puede llegar a observar las diferentes comunas de la ciudad, se se resalta diversidad cultural que existe en la región.",5
"Me desilusionó el Malecón de la Habana ya que pensaba encontrarlo lleno de ambiente y habitualmente, no había nadie paseando. La acera para el paseo es más bien estrecha y muchos de los edificios que daban a él se encuentran en deficiente estado de conservación dando una impresión desangelada.",2
"Muy buena experiencia en el hotel, muy buena atención por parte del personal, las habitaciones fantásticas, la comida del buffet muy rica y variada con música en directo. Recomiendo este hotel al 100%.",5
"Buen servicio. Excelente ubicación e instalaciones limpias y cómodas, el único detalle fue que solicitamos toallas extras en tres ocasiones y no nos las proporcionaron, esperamos a que abrieran la alberca y tomamos unas de las que tienen ahí...",4
Mal trato en recepción pésimas instalaciones climas viejo anticuados y te la venden como si fuera súper hotel. Te venden vista al mar de una ventana de uno por uno ahí muchos mejores hoteles cercanos  no pierdan su dinero,1
"Cuando llegué a mi habitación a las 8:45 PM, me enteré de que la habitación no estaba hecha; le pregunté a la recepción porque no estaba hecho; me dijeron que no sé por qué y que puede tener hecho en 1 / 2 hora, cuando me iba a dormir! Es inaceptable para mí y debería ser inaceptable. He estado en el hotel dos veces antes y sin necesidad de ir allí varias veces más, pero me preocupa la calidad decreciente de servicio",2
"Hermosos pisos marmolados, se exhiben obras de arte y artesanías, a veces hay música. Hermosos los leones hechos con balas de cañon fundidas y por el paseo se puede ir del Malecón al Parque Central.",4
"Si vas a Bogotá, debe sin duda hacer el esfuerzo e ir a la Catedral de Sal. Cogimos el tren que pasa los fines de mina y disfrutamos de paseos turísticos por la carretera. Es una especie de largo recorrido, pero en compensación tienes para descansar en su camino de vuelta. Si vas en el tren, comprar los billetes dentro, causa que ofrecen no tendrá tiempo para hacer todo lo que ofrecen en las excursiones. Una vez en la Catedral de Sal nos quedamos boquiabiertos, es realmente impresionante lo que hicieron con la mina de sal. La guía nos dio interesantes destaca todo el camino alrededor de la web y era muy agradable. Dentro puede tener bocadillos o disfrutar de una taza de café antes de hacer su camino de salida. Es enorme, tienes que caminar mucho, así que asegúrese de llevar calzado cómodo. Yo creo que ofrecen misa en domingo. Asegúrese de revisar su página web para más información sobre las excursiones. Además, no olvide su cámara!",4
Si quieres este estilo de comida ahórrate el esfuerzo e ir a su local Chi Chi's. ¿Por qué ir a Vallarta y comer en una masificación lugar como este? Lo más importante es que este servicio fue grosero y el gerente fue muy desagradable cuando queríamos una división. lo difícil es eso?,2
"Este fue mi segundo viaje a Nuevo Vallarta y yo quería volver a Riviera Grill fue genial el año pasado. Este año, me quedé decepcionado. Cambiaron el menú, francamente, había pocas cosas que me pareció atractivo (me quitaron algunas selecciones de buena). Y los precios eran mucho más altos que el año pasado. No volveré.",1
"Un hotel lleno de historia y anécdotas, personal muy amable, muy buen desayuno, pero se nota la baja inversión en mantenimiento. Minibares que no funcionan, cerámicas del baño flojas, aire acondicionado con baja potencia. Una internet a 10 CUC la hora (en otros hoteles vale 6) y restaurantes el doble de caros de cualquier restaurante fuera del hotel. En fin, no es la primera vez que nos alojamos, lo volvimos a elegir esta vez pero creo que ya no la próxima.",3
"Muy agradable estancia en el hotel, excelente servicio y atención de todo el personal. Con gusto regresaremos pronto. Gracias Reyna y Kathia! magníficas recepcionistas y a la Sra. Socorro (recamarera)",5
"Antes de que nos dieron a La Habana, que había previsto que el Malecón sería el tipo de camino de la costa que atrae a mucha gente de la ciudad para pasear y pasar el rato. De hecho, aunque estuvimos allí en Año Nuevo, que estaba casi vacío la mayoría del tiempo ... especialmente fuera cerca de nuestro hotel, el Presidente, a pocos kilómetros del centro de la ciudad. Nos encontramos con un interesante centro de la gente cuando el patrón de la isla estaba llevando a cabo a través de las calles. y pasamos un ameno media hora bailando con algunas trabajadoras benévolo y divertidas. De lo contrario, era generalmente vacío. Y, durante los dos últimos días, pasando por las olas desde un frente frío estaban rompiendo justo por encima de la carretera, que estaba cerrada al tráfico.",3
"Me gustaría, que huéspedes que utilizamos varios días al mes este Hotel, nos brindarán noche premio por cada 20 días hospedados....Me fascina el mini zoológico que existe! La atención del personal es excelente.",5
"La relación precio/ calidad/ servicio es mala. Vale la pena revisar otras opciones de hospedaje, por lo que se paga se puede tener una mejor opción. El hotel requiere urgentemente mantenimiento y atención a higiene.",1
"El parque tiene grandes áreas verdes, carriles para bicicletas (si no traes puedes rentarlas), construcciones antiguas de la Fundidora, tirolesa, Museo del Acero, exposiciones de CONACULTA, en fin, es un excelente lugar para disfrutar tu fin de semana! :D Recomendable!",4
"Podemos decir que es un sitio que hay que ir si estas en Puebla.
Recomiendo pedir media de frutos rojos y la otra del lonque mas le guste.
Atención buena, local acogedor y precio interesante 
Lugar a repetir",5
"Si quieres disfrutar de una relativamente más pequeño que algunos de los habituales 4 / 5 estrellas todo incluido todas las propiedades que este es tu lugar.

Primero las cosas. La comida es decente y restaurantes en el sitio ofrece una buena variación si vas a estar aquí por una 5 / 6 días.

El servicio es bueno por los camareros y los botones para la mayoría. Consejos de ayuda. sin duda

La playa está limpia y algunos de los espectáculos (fuego) y actividades (ver mercado de pescado) son muy buenas.

Ahora el no tan bueno o habitación para elementos de mejora.

El personal de recepción necesita que su juego.
Habitaciones muy pequeñas, especialmente con sentir el gran jacuzzi en la habitación. Deberían tener alguna opción sin jacuzzi es lo que siento.

El complejo tiene una conferencia que en que comenzó el lunes. Ha sido una experiencia terrible después de eso. Ruido ruido hasta altas horas de la mañana.

Otro gran problema es mucha gente de humo alrededor de la piscina y otras áreas abiertas a veces.

Adiós y buena suerte.",3
"Sercicio pésimo, la langosta con gusto a amoniaco!! en fin un desastre.",1
"Es un hotel Bonito pero no debería estar acreditado con las estrellas que dicen, ya que las habitaciones del 4 piso están muuuy pequeñas y el baño peor de reducido, tienen un pésimo servicio de alimentos y bebidas, y ademas muy altos los precios, definitivamente no vuelvo a ese hotel.",2
"Comparado con las catedrales de sal en Wieliczka, Polonia, Turquía, y en Rumania, esta catedral es una mala experiencia. Es en su mayoría ""Estaciones de la Cruz"", todos de la misma. Hay un montón de cosas turísticas para la venta. Los pasos para volver a la cima son empinadas y desigual y difícil para las personas de edad para navegar. El viaje desde Bogotá es pintoresco y agradable.",2
"Podría haber sido peor, pero estuvo cerca de serlo, de no ser por la buena compañía, que hace que no te fijes en detalles. Por desgracia, me gusta fijarme en los detalles, y resultaron penosos. Dentro de el hecho de estar en Cuba, el hotel de 20 pisos tenía las habitaciones viejas, había humedades, y el desayuno no era gran cosa. Al estar incluido dentro de un paquete, no puedo decir con exactitud qué costó, pero resultó ser estúpidamente ideal para el grupo que fuimos de viaje de estudios.",2
"Fue viaje de placer y te encuentras cerca de los atractivos y la vista a los volcanes no tiene igual. Muy cerca del Outlet Puebla y de Val'Quirico que es un punto de visita obligado si vas a puebla, limpieza y servicios al 100. Claro que vamos a regresar.",4
"He estado yendo a fajita Republic durante más de 12 años. Siempre he pedido las fajitas porque es su especialidad, y es tan grande que siempre tienen que compartir con alguien. Tengo la carne, y es tan tierno que se deshace en la boca. Me gusta la ubicación en el centro antiguo de la ciudad.",4
"Hemps ido siempre al de San jerónimo , y esta es la primera vez en el de G Morín. La experiencia es mucho mejor, mas espacioso, ambiente más conseguido y la comida creo que es mas variada y con mejor presentación, servicio y calidad. 
Excelente...Más",5
"Hice reservación con un grupo de colegas por que era sede de un congreso. Nos ofrecieron muchas cosas al inicio y jamás cumplieron. Es un hotel de buena ubicación pero la atención es terrible, mala, pésima. Cobraron de más, nos cobraron el estacionamiento. El desayuno incluido es huevos, huevos, chilaquiles (totopos con salsa) y mal servido. La atencion de los meseros es pésimo, se molestan al solictarlos, se equivocan en los pedidos, y lo peor, la higiene en su cocina, simplemente no existe. La atención es muy mala. No son ordenados en su administración, no tienen control, no hay comunicación entre ellos. Al final uno termina pagando de más. En terminos generales es un pésimo servicio, una mala organización, malos alimentos, con mala educación y sin palabra. No vayan a ese_x0085_",1
"No me gustó mucho la experiencia, el museo es más pequeño huele a moho , y las momias impactan por sus expresiones de dolor al momento de su muerte.",3
"Mega complejos son su cosa o no. . Y este lugar es MEGA. Todo lo que he leído sobre el Grand Luxxe y toda la propiedad está en el clavo. No voy a reiterar lo que otros han dicho acerca de las habitaciones, el personal, y piscinas en Vidanta, esas cosas son de 5 estrellas. Mi calificacion menor está directamente debido a las tácticas engañosas que emplearon con nosotros durante nuestra estancia de una semana y cómo puede realmente puede interrumpir sus vacaciones si se deja.

Notas:
*Acantilado Si intercambia a través de una empresa externa que cobran $11 por día por persona de más de 12 años. Este cubre su transporte gratis desde el aeropuerto a través de Vidanta si reserva, uso de todas las piscinas, toallas, artículos de internet en todos los dispositivos y café en cada piso. Encontramos este mientras estando allí.
* guarde los recibos cuando inicie sesión para nada comparar a la factura cuando la salida. Son buenos haciendo ajustes honesto.
* Necesitamos una lata de insecticida para el
plan de comida de la semana * merece la pena si pasas, aprender sobre
el sistema de transporte que hace * camino de vida más fácil, tome el tiempo para averiguar
si realmente están interesados en ver la propiedad y escuchar acerca de los planes futuros de la Cirque Amusement Park y posiblemente compra Vidanta luego disfrutes en 6 - 8 horas. Si no un poco interesado en comprar y las ventajas no suman entonces absolutamente decir NO sustancialmente a la presentación. No durante un minuto incluso aparentar cualquier cosa que tienen para ofrecer.
* Hicimos la foto dreamart disparar por tercera vez este año y como siempre las fotos son impresionantes. Si he querido hacer fotos playa hacerlo aquí.
* La nueva música horrible Dios toca Sanitorium de alrededor de 6 pm a medianoche, hasta las 1:00 am de una noche. Mis vacaciones relajantes pasaron no fue relajante con esa porquería sordo toda la noche. Supongo Torres Grand luxxe con habitaciones que dan al oeste tienen este problema. Además hay un mínimo de bebida para sentarse allí y ver los espectáculos, incluso tras haber pasado 4 500 pesos ($257) en la cena en Gong justo antes de parar a verlo. Los tontos.

La mayoría de la gente un día completo para llegar a su destino. Esto equivale a estar muy cansados y hambrientos, por 10 veces que si tienes niños pequeños con usted. Sinceramente creo que usan este tiempo de debilidad para discutir en el snare toda presentación de multipropiedad (de lo contrario tendrá su ingenio sobre usted). Llegamos alrededor de las 2:30 y fueron tomadas por transporte de la torre 4. No importa si tu habitación está limpia o no, no podrá ir en su habitación hasta las 5 o más tarde. Me pasó de tener 2 Villa master 2 apartamentos de un dormitorio que estaba llegando. Mi única petición era tener las 2 habitaciones en el mismo edificio, preferentemente un par de pisos más arriba para no ser directamente en la zona de la selva, con los bichos como uno de mis clientes estaba embarazada. Hicimos el check in, y vaya a través del proceso de configuración de la tarjeta de crédito, reiterando nuestras peticiones, si es posible. No una vez en 30 minutos hizo la señora nos dicen que el edificio o que estábamos en el piso aunque acabamos de terminar el proceso de registro y las habitaciones son de usuario. Yo no quiero un número de habitación, a decirme que edificio y piso en ambas habitaciones. Ella nos dijo de mala gana una habitación vista al mar más arriba, el otro no lo era. Es genial que trabaja para nosotros.

Luego la diversión comenzó, una señora muy agradable multipropiedad simplemente hacen su trabajo, y se han venido utilizando en saltó en nosotros que, cansados y hambrientos. Ella procedió a decir todo sobre el complejo y las actividades que era muy servicial. Que lentamente transformado en cómo hemos sido asignado 2 apartamentos en la planta baja del edificio torre muy atrás (4) que pasa a ser por la zona de la piscina, que está cerrado por mantenimiento. Le dije lo que la señora nos habló de ser una habitación con vistas al mar y unos pisos más arriba, nos dijo ella rápidamente la hora de la chica era nueva y que no sabe lo que está hablando. Si acordamos a una presentación de multipropiedad que podía conseguir uno de nosotros en una habitación con vistas al océano en la torre 3. Yo diría que este táctica sosteniendo nuestra habitación (s) como rehenes hasta que dieron. Después de 45 minutos de hablar con ella, insistió en que necesitaba encontrar algo para comer y sin hablar con ella cuando acabamos. Ella terminó en el seguimiento nosotros restaurante de decirnos que milagrosamente fue capaz de darnos dos habitaciones con vistas al océano en la torre 3 alto si no la presentación. (Además de las ventajas del estándar 10% de descuento en la factura final, la mitad de golf y masajes, y transporte de vuelta al aeropuerto para ambas habitaciones. . Absolutamente sustancial. suficientes para decir que sí).

Este es un domingo, no caben en la presentación hasta el miércoles, eso es un error de parte de vidanta Por el momento pasó el martes y después de ver innumerables personas en excursiones durante el desayuno decidimos que no nos interesa más. Aparte de dar la señora multipropiedad un depósito de $100 hasta no firmar nada. Yo estaba muy bien perder los $100. Después de hablar con el personal nos dijeron personas hacer esto todo el tiempo y no puedo hacer que asista ni pueden cobrar por su ascenso de habitación supone y tendrás que dar tu depósito si lo pides. Mis habitaciones inicial ya rehenes se celebraron y nunca me dijeron donde estaba originalmente se suponía ser (aunque eran de usuario), no creo que me pasaron. Me pusieron en la habitación que reservé. . . . Punto. A partir de las 7:00 am miércoles, llamada tras llamada de teléfono del chico fuera de nuestra torre en cargos de todo el mundo donde se supone para ser. Mi esposo amablemente le dijeron que habían cambiado nuestra mente, no nos importa el 10% de descuento o a mitad de precio golf y masajes. Él procedió a amenazar a nosotros que podrían cobrar 150 euros extra por noche por habitación (2100) $de las actualizaciones que son aceptadas. Le dijimos que nos dijeron que ellos no pueden hacer eso y que nunca les han hecho. Él mantuvo inserto se encuentra fuera de su bolsillo trasero adicional para 2 llamadas. Mi marido estaba tan disgustada con su amenazas que aún de mala gana, accedió a ir, trabajo bien hecho hombre de multipropiedad.

A la hora de presentación en el caballero cruzado el 90 Minutos de la sección en el contrato que se supone firmar diciendo que no están obligados por la hora más. Nos dice que estamos en el BS plan 90 minutos y mi marido escribió 90 minutos o menos volver en el papel y lo firmamos. Estoy orgulloso de decir que nos llevó seriamente después de esto. El Director hizo el más atento la decisión del mañana y nos asignaron a un muchacho que estaba relajado y entendió la palabra no. Cuando te preguntan si tienes preguntas, te dicen que no. Cuando preguntan si alguno de este atrae a usted decir que no. Nos 2 horas plana y estaban tan rápido que ninguno de los gerentes eran alrededor de firmar nos 5 veces.

Increíble, nos dieron lo que nos prometieron y nos hecho con ellos y pudimos volver de vacaciones. La parte se me olvidó mencionar que yo también cambiados por otros 2 apartamentos de amigos que estarían revisando en viernes. Siendo mis clientes no quiero que pase lo que tenía con la presentación, así que le dije al chicas de recepción no molesta a ellos sobre todo de multipropiedad, en ellos. Cuando nuestros amigos viernes noche adivina qué? ! Me ascendieron a una suite spa de 3 dormitorios! Estáis de broma? La gente que me trajo aquí después trataron mejor que yo? ? ?

Sinceramente, este lugar es demasiado grande para mí ahora. El Grand Mayan hace 7 años era el mejor. Ahora hay mucho edificio y expansión que las cosas que eran increíbles, entonces ahora destartalado y ruinoso. Todo el forro en la zona de la piscina de olas y la playa está viniendo. El tobogán está saturada. Las piscinas son anticuado, especialmente la piscina Mayan Palace. Si estás en el Grand Luxxe Luxxe realmente es. Si se aloja por debajo de su alojamiento, mejor Luxxe que cualquier de los cientos de complejos que bordean la costa. No creo que volvamos, y si el chico de la multipropiedad es justo, no poder intercambiar en sus complejos más. Nos vemos.",3
"Este hotel cumplió con todas mis expectativas, tal cual como aparece en las imágenes. La atención del personal es inmejorable, especialmente en el front desk. De resaltar el area de la piscina y la unión con el Centro Comercial Bocagrande. Definitivamente volveré. ",5
"es una buena opcion por el momento ya que el hotel tiene un año de abierto pero si no le dan un buen mantenimiento creo que en un par de años sera uno mas de los hoteles que hay en la ciudad, la zona esta increible el pabellon M esta muy agradable y tiene grandes opciones de comida.",4
"Me hospedé por 4 noches. Las habitaciones son excelentes para un viajero de negocios. El personal del hotel muy servicial y atentos. La calidad del desayuno fue excelente y lo mismo para la cena. El servicio de Internet muy bueno tanto en el lobby, restaurante y la habitación. ",5
"Lo visitamos en 2015 Noviembre y la mitad de las salas de exposición estaban cerrados por reformas.Pagamos el 7 o 8 CUC por la entrada y la guía de audio, lo cual puede ser sintonizado en inglés. Bueno, ya que las descripciones en el museo son sólo en español.Lo que fue decepcionante, sin embargo, es el hecho de que no nos dijeron que en la taquilla de boletos que la experiencia sería mucho más interesante con un guía (para una pareja CUC más).  Ver unas pocas parejas que alquilamos uno, vimos que en las habitaciones que de otro modo cerrado para ""visitantes regulares"".  Ya que muchas de las habitaciones estaban ya cerrado, éste hubiera mejorado nuestra visita. Así que os recomiendo alquilar un guía en el sitio.El otro fracaso principal es que, a pesar de la audioguía, no sentimos que aprendimos mucho. Este lugar es considerado como el ""Museo"" de la ciudad ... pero no te aprender cuclillas sobre la ciudad en sí.Por suerte, el patio interior es precioso. Pero eso es prácticamente todo.Lo bueno:- un hermoso patio interior- inglés audioguíaPara mejorar:- - - - Incluir leer inglés junto a los artefactos- sin mencionar casi la mitad del museo está apagado a reparaciones de antemano ...",2
"El hotel estaba muy bien y la habitación tenía lo que se puede esperar. La habitación tenía un tamaño decente y estaba limpia. No nos apetecía el desayuno, parecía bastante sencillo para el dinero. Pero en general, es un buen lugar, no tengo quejas de aquí.",3
"nosotros estuvimos 8 compañeros en el 2006,y ahora iremos 23,muy buena la comida,excelente el personal,fantastica la situación,y por eso mismo,volvemos.",4
"Jonathan es ex excelente  bar tender, su servicio y atención es extraordinaria. ✊ La cocina de autor es
Buenísima.",5
"El día de ayer 14 de Nov, hicimos una reservación mi esposo y yo para festejar nuestro aniversario, al llegar vimos que el lugar estaba a reventar y le comentamos a la hostess que queríamos comer en un lugar cerrado (no terraza ni patio).
De...Más",1
"Hotel muy viejo, como todo en la ciudad, vas a ver manchas de humedad por todos lados pero el hotel zafa. Buen desayuno y variado, habitaciones enormes con buenas camas, la TV es 14 pulgadas pero funciona, tienen una heladerita por si queres comprar alguna bebida. Piscina limpia y disponible hasta las 18 hs.",3
"El hotel está muy descuidado, viejo, sucio, las toallas percudidas, las sábanas y edredones manchados, la pintura de paredes y techo muy manchada y con humedad.  Hay una pecera grande que despide un olor bastante desagradable, el agua verde, turbia..... Los alimentos del restaurant nada especial.  Los marcos de las ventanas llenos de polvo  El personal es amable. No regresaría.",2
"Wow es una maravilla del pasado. Construir 1979 y parece que no había mantenimiento desde entonces. Nos alojamos allí dos noches y nos dieron 2 habitaciones en la planta 19. Hay 4 ascensores y por alguna razón sólo uno funcionaba en todo el tiempo. Las habitaciones eran más hostel - tipo de limpias, pero en realidad todo el edificio está listo para el desmantelamiento. El desayuno era muy básico y sencillo pero bien. El personal no estaba muy motivado, pero que parece ser normal en todos los hoteles de gestión del Gobierno en Cuba. El segundo mañana el desayuno retrasado 1 hora - debe haber sido un gran fiesta la noche antes, parecía un campo de batalla en y alrededor de la sala de desayunos. . Partido bastante fresco. supongo. También hay una piscina entre los dos hoteles…",3
Siento decir que no pudimos visitar. La restauration importantes trabajos en marcha. Los resultados serán sin duda espectacular pero reopenng aún lejos.,1
"las comidas bien caras, deliciosas tortillas hechos a mano, y un gran servicio.",5
"El lugar es muy bonito y agradable, sin embargo el servicio es pesimo: el mesero no conoce el menu, se tardan mucho para traer los alimentos y bebidas. Ademas el dueño grita y trata muy mal a sus empleados",2
"La verdad es que es una avenida más, igual que todas las avenidas de mundo, a mi parecer no tiene nada especial.",3
"¿Cómo puede no haber un mojito donde Hemingway utilizada para beber. Bar está sucediendo todo el día un gran número de personas y una banda en vivo. La comida era un poco caro, pero bueno. El servicio era normalito pero, teniendo en cuenta cómo muchas...personas allí se podía esperar mucho mejor. Si sois fans de Hemingway ir aquí una vez ... Si nunca has oído hablar de El viejo hombre y el mar se puede encontrar cafés más baratos y sabroso todo el casco antiguo.Más",4
"Probamos varios platos pero algunos de ellos no llegaron a nuestras expectativas. La tortilla española apenas llevaba patata y el atún estaba bien salado.
En cuanto al servicio deja bastante que desear. No nos atendieron muy bien.
Eso sí, el lugar es bastante bonito y...Más",3
"Yo creo que la fama y disitincion ha hecho que sea una parada obliga si vas a Monterrey,  desafortunadamente el sabor y calidad del servicio no es tan buena como su fama. Este es el tipico lugar de cabrito y el tipico negocio que creó...Más",2
"Es un lugar mágico no lo conocía me dejo un buen sabor de boca, claro por el beso que tienes que dar en el tercer escalón.",5
En mi opinion es peor servicio y habiendo tantos lugares a los cuales puedes ir a comer tuve que escoger este restaurante la comida dejo que desear al sabor y el servicio mas de 25 minutos para que me entreguen mi factura y mi cambio...Más,1
No podes dejar de conocer este lugar y degustar un rico mojito!!,4
"La calidez del pueblo colombiano se ve reflejada en la bonita atencion de los funcionarios que laboran en dicho hotel, adicionalmente, las comidas son exquisitas con todo el sabor de nuestra gastronomia para deleitar cualquier paladar, hasta los mas exigentes.",5
"Lo conocimos hace dos años para nuestra luna de miel y este año volvimos con mi familia. Todo excelente, especialmente la langosta confitada y la ropa vieja. El gran pero es que está muchísimo más caro que la vez anterior. De todas maneras, creo que...Más",5
"Es una atracción típica de la habana. Si bien no es increíble, es un lugar que no te podes perder. Y sacarte la clásica foto con el che de fondo.",4
"Un lugar excelente para degustar platos tipicos y cocktails.. un ambiente inmejorable para los que somos amantes de la musica en vivo. El local es chico en relacion a la cantidad de publico que reciben, eso dificulta el servicio en horas pico, pero eso no...Más",5
A mi parecer creo que se disfruta màs de noche por la iluminación. El beneficio es que puedes regresar de la macroplaza a/parque fundidora o viceversa sin costo extra! Y es una ruta muy rapido para llegar al otro lado. No es algo extremo. Mas bien es para despejarse unos minutos.,3
Genial sobre todo cuando cae Nieve se ve muy agradable y en tiempo de calor hacer ejercicio y pasear en bisicleta,1
"Evítate malos ratos y no pidas 2 servicios simultáneos, o descarta el room service.  Pedimos un masaje a la habitación y una botella de vino, dejaron la botella y durante el masaje vinieron a tocar 3 veces y llamaron por teléfono 4 ocasiones... pésimo servicio y arruinaron el momento.  Al quejarnos, el Gerente del hotel nunca pudo atender, con la recepción llena su solución fue un descuento ridículo de $160 pesos.   Lastima de servicios para tan lindo hotel.",2
"Considero que todo en el hotel estuvo muy bueno, salvo la atención en el bar de la piscina que es donde más tiempo pasas, no es de la calidad que esperas por el valor que estás pagando y aún considerando que la mayoría de los huéspedes son extranjeros.",3
"gran lugar, pero tienes que ir temprano para evitar el calor ... prueba a ver todos leer y no sólo gran pirámide ... también dejará por eco-friendly hotel",5
